Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Kuwait,KWT,EMR,HIC,2025,8,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,7,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,6,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,6,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,5,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,5,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,4,65+,
International conveyance (CHARO),XXL,OTHER,,2025,10,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,3,65+,
International conveyance (CHARO),XXL,OTHER,,2025,9,65+,
International conveyance (CHARO),XXL,OTHER,,2025,1,65+,
International conveyance (CHARO),XXL,OTHER,,2025,8,65+,
International conveyance (CHARO),XXL,OTHER,,2025,7,65+,
International conveyance (CHARO),XXL,OTHER,,2025,7,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,6,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,2,65+,
International conveyance (CHARO),XXL,OTHER,,2025,5,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,1,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,3,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,3,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,3,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,2,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,2,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,1,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,1,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,2,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,10,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,9,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,8,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,8,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,7,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,6,65+,
International conveyance (CHARO),XXL,OTHER,,2025,4,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,9,5_14,
Indonesia,IDN,WPR,UMC,2025,10,5_14,
Indonesia,IDN,WPR,UMC,2025,10,15_64,
Indonesia,IDN,WPR,UMC,2025,9,0_4,
Indonesia,IDN,WPR,UMC,2025,1,15_64,
Indonesia,IDN,WPR,UMC,2025,8,15_64,
Indonesia,IDN,WPR,UMC,2025,7,15_64,
Indonesia,IDN,WPR,UMC,2025,6,0_4,
Indonesia,IDN,WPR,UMC,2025,5,0_4,
Indonesia,IDN,WPR,UMC,2025,4,65+,
Indonesia,IDN,WPR,UMC,2025,2,15_64,
Indonesia,IDN,WPR,UMC,2025,3,65+,
Indonesia,IDN,WPR,UMC,2025,1,65+,
Indonesia,IDN,WPR,UMC,2025,9,65+,
Indonesia,IDN,WPR,UMC,2025,9,5_14,
Indonesia,IDN,WPR,UMC,2025,8,65+,
Indonesia,IDN,WPR,UMC,2025,8,5_14,
Indonesia,IDN,WPR,UMC,2025,7,65+,
Indonesia,IDN,WPR,UMC,2025,2,65+,
Indonesia,IDN,WPR,UMC,2025,3,15_64,
Indonesia,IDN,WPR,UMC,2025,4,15_64,
Indonesia,IDN,WPR,UMC,2025,5,5_14,
Indonesia,IDN,WPR,UMC,2025,8,0_4,
Indonesia,IDN,WPR,UMC,2025,4,5_14,
Indonesia,IDN,WPR,UMC,2025,4,0_4,
Indonesia,IDN,WPR,UMC,2025,10,65+,
Indonesia,IDN,WPR,UMC,2025,3,5_14,
Indonesia,IDN,WPR,UMC,2025,10,0_4,
Indonesia,IDN,WPR,UMC,2025,3,0_4,
Indonesia,IDN,WPR,UMC,2025,9,15_64,
Indonesia,IDN,WPR,UMC,2025,2,5_14,
Indonesia,IDN,WPR,UMC,2025,6,65+,
Indonesia,IDN,WPR,UMC,2025,2,0_4,
Indonesia,IDN,WPR,UMC,2025,6,5_14,
Indonesia,IDN,WPR,UMC,2025,1,5_14,
Indonesia,IDN,WPR,UMC,2025,5,65+,
Indonesia,IDN,WPR,UMC,2025,1,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,4,15_64,
Indonesia,IDN,WPR,UMC,2025,7,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,4,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,8,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,6,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,5,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,5,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,4,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,10,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,6,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,6,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,6,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,10,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,10,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,9,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,5,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,7,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,9,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,2,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,8,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,1,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,7,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,1,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,7,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,8,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,1,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,4,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,3,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,2,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,1,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,10,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,10,0_4,
International conveyance (cruise ship),XXV,OTHER,,2025,5,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,15_64,
International conveyance (CHARO),XXL,OTHER,,2025,10,65+,
International conveyance (CHARO),XXL,OTHER,,2025,10,0_4,
International conveyance (CHARO),XXL,OTHER,,2025,9,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,10,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,1,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,9,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,9,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,7,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,6,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,10,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2025,5,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,9,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,4,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2025,8,65+,
International conveyance (CHEFOO),XXG,OTHER,,2025,3,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2025,2,5_14,
International conveyance (CHARO),XXL,OTHER,,2025,5,65+,
Indonesia,IDN,WPR,UMC,2025,7,0_4,
Indonesia,IDN,WPR,UMC,2025,6,15_64,
Indonesia,IDN,WPR,UMC,2025,5,15_64,
Hungary,HUN,EUR,HIC,2025,3,65+,
Hungary,HUN,EUR,HIC,2025,3,15_64,
Hungary,HUN,EUR,HIC,2025,8,65+,
Hungary,HUN,EUR,HIC,2025,2,65+,
Hungary,HUN,EUR,HIC,2025,2,15_64,
Hungary,HUN,EUR,HIC,2025,8,15_64,
Hungary,HUN,EUR,HIC,2025,9,0_4,
Hungary,HUN,EUR,HIC,2025,1,15_64,
Hungary,HUN,EUR,HIC,2025,7,15_64,
Hungary,HUN,EUR,HIC,2025,4,5_14,
Hungary,HUN,EUR,HIC,2025,4,0_4,
Hungary,HUN,EUR,HIC,2025,10,65+,
Hungary,HUN,EUR,HIC,2025,3,5_14,
Hungary,HUN,EUR,HIC,2025,10,15_64,
Hungary,HUN,EUR,HIC,2025,7,65+,
Hungary,HUN,EUR,HIC,2025,3,0_4,
Hungary,HUN,EUR,HIC,2025,4,15_64,
Hungary,HUN,EUR,HIC,2025,9,15_64,
Iceland,ISL,EUR,HIC,2025,2,5_14,
Iceland,ISL,EUR,HIC,2025,2,0_4,
Iceland,ISL,EUR,HIC,2025,1,65+,
Iceland,ISL,EUR,HIC,2025,1,5_14,
Iceland,ISL,EUR,HIC,2025,1,15_64,
Iceland,ISL,EUR,HIC,2025,1,0_4,
Hungary,HUN,EUR,HIC,2025,4,65+,
Hungary,HUN,EUR,HIC,2025,10,5_14,
Hungary,HUN,EUR,HIC,2025,9,65+,
Hungary,HUN,EUR,HIC,2025,8,5_14,
Hungary,HUN,EUR,HIC,2025,8,0_4,
Hungary,HUN,EUR,HIC,2025,9,5_14,
Hungary,HUN,EUR,HIC,2025,7,5_14,
Hungary,HUN,EUR,HIC,2025,7,0_4,
Hungary,HUN,EUR,HIC,2025,10,0_4,
Hungary,HUN,EUR,HIC,2025,6,65+,
Hungary,HUN,EUR,HIC,2025,2,5_14,
Hungary,HUN,EUR,HIC,2025,6,5_14,
Honduras,HND,AMR,LMC,2025,10,5_14,0
Honduras,HND,AMR,LMC,2025,4,15_64,0
Honduras,HND,AMR,LMC,2025,10,0_4,0
Honduras,HND,AMR,LMC,2025,7,5_14,0
Honduras,HND,AMR,LMC,2025,9,5_14,0
Honduras,HND,AMR,LMC,2025,3,5_14,0
Honduras,HND,AMR,LMC,2025,7,65+,0
Honduras,HND,AMR,LMC,2025,9,0_4,0
Honduras,HND,AMR,LMC,2025,7,15_64,0
Honduras,HND,AMR,LMC,2025,3,15_64,0
Honduras,HND,AMR,LMC,2025,6,15_64,0
Honduras,HND,AMR,LMC,2025,6,65+,0
Honduras,HND,AMR,LMC,2025,5,5_14,0
Honduras,HND,AMR,LMC,2025,3,0_4,0
Honduras,HND,AMR,LMC,2025,7,0_4,0
Honduras,HND,AMR,LMC,2025,4,65+,0
Honduras,HND,AMR,LMC,2025,9,15_64,0
Honduras,HND,AMR,LMC,2025,5,15_64,0
Hungary,HUN,EUR,HIC,2025,2,0_4,
Hungary,HUN,EUR,HIC,2025,6,15_64,
Hungary,HUN,EUR,HIC,2025,1,5_14,
Hungary,HUN,EUR,HIC,2025,6,0_4,
Hungary,HUN,EUR,HIC,2025,1,0_4,
Hungary,HUN,EUR,HIC,2025,5,65+,
Hungary,HUN,EUR,HIC,2025,5,5_14,
Hungary,HUN,EUR,HIC,2025,5,15_64,
Hungary,HUN,EUR,HIC,2025,5,0_4,
Hungary,HUN,EUR,HIC,2025,1,65+,4
Honduras,HND,AMR,LMC,2025,10,65+,0
Honduras,HND,AMR,LMC,2025,8,0_4,0
Honduras,HND,AMR,LMC,2025,10,15_64,0
Honduras,HND,AMR,LMC,2025,5,65+,0
Honduras,HND,AMR,LMC,2025,9,65+,0
Iceland,ISL,EUR,HIC,2025,2,65+,
Iceland,ISL,EUR,HIC,2025,3,0_4,
Iceland,ISL,EUR,HIC,2025,3,15_64,
Iceland,ISL,EUR,HIC,2025,3,5_14,
India,IND,SEAR,LMC,2025,2,0_4,
India,IND,SEAR,LMC,2025,2,15_64,
India,IND,SEAR,LMC,2025,1,5_14,
India,IND,SEAR,LMC,2025,1,15_64,
India,IND,SEAR,LMC,2025,1,0_4,
India,IND,SEAR,LMC,2025,10,65+,
India,IND,SEAR,LMC,2025,2,5_14,
India,IND,SEAR,LMC,2025,10,15_64,
India,IND,SEAR,LMC,2025,6,65+,
India,IND,SEAR,LMC,2025,7,0_4,
India,IND,SEAR,LMC,2025,6,5_14,
India,IND,SEAR,LMC,2025,6,15_64,
India,IND,SEAR,LMC,2025,6,0_4,
India,IND,SEAR,LMC,2025,5,15_64,
India,IND,SEAR,LMC,2025,8,0_4,
India,IND,SEAR,LMC,2025,3,0_4,
India,IND,SEAR,LMC,2025,3,15_64,
India,IND,SEAR,LMC,2025,4,0_4,
India,IND,SEAR,LMC,2025,9,65+,
India,IND,SEAR,LMC,2025,9,5_14,
India,IND,SEAR,LMC,2025,9,0_4,
India,IND,SEAR,LMC,2025,8,65+,
India,IND,SEAR,LMC,2025,10,5_14,
India,IND,SEAR,LMC,2025,8,5_14,
India,IND,SEAR,LMC,2025,10,0_4,
India,IND,SEAR,LMC,2025,8,15_64,
India,IND,SEAR,LMC,2025,9,15_64,
India,IND,SEAR,LMC,2025,7,65+,
India,IND,SEAR,LMC,2025,4,5_14,
India,IND,SEAR,LMC,2025,7,5_14,
India,IND,SEAR,LMC,2025,4,15_64,
India,IND,SEAR,LMC,2025,7,15_64,
India,IND,SEAR,LMC,2025,3,5_14,
India,IND,SEAR,LMC,2025,5,65+,
International conveyance (cruise ship),XXV,OTHER,,2025,8,5_14,
India,IND,SEAR,LMC,2025,4,65+,
India,IND,SEAR,LMC,2025,3,65+,
Iceland,ISL,EUR,HIC,2025,9,65+,
Iceland,ISL,EUR,HIC,2025,6,0_4,
Iceland,ISL,EUR,HIC,2025,9,15_64,
Iceland,ISL,EUR,HIC,2025,9,0_4,
Iceland,ISL,EUR,HIC,2025,5,65+,
Iceland,ISL,EUR,HIC,2025,8,15_64,
Iceland,ISL,EUR,HIC,2025,6,15_64,
Iceland,ISL,EUR,HIC,2025,8,0_4,
Iceland,ISL,EUR,HIC,2025,7,15_64,
Iceland,ISL,EUR,HIC,2025,4,65+,
Iceland,ISL,EUR,HIC,2025,5,0_4,
Iceland,ISL,EUR,HIC,2025,4,5_14,
Iceland,ISL,EUR,HIC,2025,4,0_4,
Iceland,ISL,EUR,HIC,2025,3,65+,
Iceland,ISL,EUR,HIC,2025,5,15_64,
Iceland,ISL,EUR,HIC,2025,6,5_14,
Iceland,ISL,EUR,HIC,2025,6,65+,
Iceland,ISL,EUR,HIC,2025,5,5_14,
India,IND,SEAR,LMC,2025,5,0_4,
India,IND,SEAR,LMC,2025,2,65+,
India,IND,SEAR,LMC,2025,1,65+,
Iceland,ISL,EUR,HIC,2025,10,65+,
Iceland,ISL,EUR,HIC,2025,10,15_64,
Iceland,ISL,EUR,HIC,2025,9,5_14,
Iceland,ISL,EUR,HIC,2025,8,5_14,
Iceland,ISL,EUR,HIC,2025,7,5_14,
Iceland,ISL,EUR,HIC,2025,7,0_4,
Iceland,ISL,EUR,HIC,2025,4,15_64,
Iceland,ISL,EUR,HIC,2025,2,15_64,
Iceland,ISL,EUR,HIC,2025,10,5_14,
Iceland,ISL,EUR,HIC,2025,10,0_4,
Iceland,ISL,EUR,HIC,2025,8,65+,
Iceland,ISL,EUR,HIC,2025,7,65+,
India,IND,SEAR,LMC,2025,5,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,2,5_14,
International conveyance (cruise ship),XXV,OTHER,,2025,9,15_64,
International conveyance (cruise ship),XXV,OTHER,,2025,2,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,7,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,6,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,4,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,5,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,7,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,4,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,6,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,4,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,4,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,3,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,3,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,10,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,3,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,2,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,10,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,3,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,7,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,7,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,1,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,8,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,8,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,7,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,7,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,7,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,10,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,9,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,9,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,8,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,8,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,9,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,8,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,8,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,9,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,10,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,2,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,1,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,1,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,1,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,10,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,6,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,5,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,10,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,9,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,2,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,5,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,3,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,4,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,2,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,6,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,1,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,2,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,6,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2025,1,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,5,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2025,1,15_64,
International conveyance (ICVANUATU),XXH,OTHER,,2025,5,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2025,5,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,10,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,10,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,9,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,8,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,7,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,9,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,2,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,3,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,4,65+,
Iraq,IRQ,EMR,UMC,2025,6,15_64,
Iraq,IRQ,EMR,UMC,2025,9,5_14,
Iraq,IRQ,EMR,UMC,2025,1,65+,
Iraq,IRQ,EMR,UMC,2025,5,65+,
Iraq,IRQ,EMR,UMC,2025,9,0_4,
Iraq,IRQ,EMR,UMC,2025,1,15_64,
Iraq,IRQ,EMR,UMC,2025,2,65+,
Iraq,IRQ,EMR,UMC,2025,5,15_64,
Iraq,IRQ,EMR,UMC,2025,4,5_14,
Iraq,IRQ,EMR,UMC,2025,8,5_14,
Iraq,IRQ,EMR,UMC,2025,4,0_4,
Iraq,IRQ,EMR,UMC,2025,8,0_4,
Iraq,IRQ,EMR,UMC,2025,3,5_14,
Iraq,IRQ,EMR,UMC,2025,7,65+,
Iraq,IRQ,EMR,UMC,2025,8,65+,
Iraq,IRQ,EMR,UMC,2025,3,15_64,
Iraq,IRQ,EMR,UMC,2025,6,65+,
Iraq,IRQ,EMR,UMC,2025,3,65+,
Iraq,IRQ,EMR,UMC,2025,10,65+,
Iraq,IRQ,EMR,UMC,2025,10,5_14,
Iraq,IRQ,EMR,UMC,2025,10,15_64,
Iraq,IRQ,EMR,UMC,2025,6,0_4,
Iraq,IRQ,EMR,UMC,2025,5,5_14,
Iraq,IRQ,EMR,UMC,2025,9,65+,
Iraq,IRQ,EMR,UMC,2025,5,0_4,
Iraq,IRQ,EMR,UMC,2025,9,15_64,
Iraq,IRQ,EMR,UMC,2025,4,15_64,
Iraq,IRQ,EMR,UMC,2025,8,15_64,
Iraq,IRQ,EMR,UMC,2025,2,15_64,
Iraq,IRQ,EMR,UMC,2025,7,15_64,
Iraq,IRQ,EMR,UMC,2025,6,5_14,
Iraq,IRQ,EMR,UMC,2025,10,0_4,
Iraq,IRQ,EMR,UMC,2025,4,65+,
Iraq,IRQ,EMR,UMC,2025,3,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,9,0_4,
Iraq,IRQ,EMR,UMC,2025,7,5_14,
Iraq,IRQ,EMR,UMC,2025,7,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,3,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,3,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,2,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,2,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,1,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,1,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,4,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,9,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,8,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,8,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,7,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,6,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,6,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,5,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,9,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,4,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,5,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,1,15_64,
Iraq,IRQ,EMR,UMC,2025,2,0_4,
Iraq,IRQ,EMR,UMC,2025,1,0_4,
Iraq,IRQ,EMR,UMC,2025,1,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,10,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,10,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,10,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,10,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,5,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,9,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,4,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,6,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,3,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,6,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,2,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2025,5,65+,
Iraq,IRQ,EMR,UMC,2025,2,5_14,
Honduras,HND,AMR,LMC,2025,4,5_14,0
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,8,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2025,8,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,7,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,10,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,7,15_64,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,4,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,4,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,3,65+,
International conveyance (FESCO),XXF,OTHER,,2025,7,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,3,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,10,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,2,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,9,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,1,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,9,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,1,5_14,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,2,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2025,8,65+,
International conveyance (FESCO),XXF,OTHER,,2025,7,65+,
International conveyance (FESCO),XXF,OTHER,,2025,8,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,1,0_4,
International conveyance (FESCO),XXF,OTHER,,2025,9,65+,
International conveyance (FESCO),XXF,OTHER,,2025,9,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,8,65+,
International conveyance (FESCO),XXF,OTHER,,2025,8,15_64,
International conveyance (FESCO),XXF,OTHER,,2025,7,15_64,
